metal_type,chemical_additive_type,operator_shift,input_material_source,equipment_type,mass_input_kg,reaction_temp_c,reaction_time_min,energy_kWh,batch_size_kg,raw_material_cost_per_kg,material_purity_pct,moisture_content_pct,ambient_temp_c,reaction_pressure_bar,process_yield_pct,cooling_time_min,maintenance_hours_last_month,downtime_last_month_hr,regulatory_compliance_level,equipment_age_years,operator_experience_years,num_operators,shift_duration_hr,week_of_year,quality_check_passed,num_defects,timestamp,cooling_energy_kWh,process_additive_cost,impurity_penalty,rework_cost,cost_eur,cost_per_kg,energy_per_kg,anomaly_cost_per_kg,anomaly_energy_per_kg,anomaly_isoforest,anomaly_label
Zinc,Catalyst_B,Night,Local,Type_B,435.8743952914121,125.70514098963504,104.97768989357874,1145.6278322671765,52.32126018211297,7.191480078336045,99.05822248098931,1.1924880750815292,16.3779479663697,1.4075032061432298,77.5158540307091,23.55971541878657,29.388225492259068,5.142850051085808,0.5571013905526296,16,4,5,12,20,0,4,2022-02-24 04:00:00,57.28139161335883,30.0,8.20993413195661,20.0,3349.765150513229,64.02302121267351,21.896029038284354,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Local,Type_B,467.240215879637,108.600188765052,71.55967276768897,1974.2532337522437,58.04431670262715,9.667986704903877,88.9182407377275,3.807636299884183,32.76825706078088,7.446538283004804,83.30657879049559,57.0697106363466,11.096744886687834,3.7042202299511007,0.966563738241872,12,2,5,8,44,1,1,2022-02-24 21:30:00,98.71266168761218,30.0,103.55687180060734,0.0,4925.159402124131,84.85170783139243,34.01286027479219,True,True,True,Anomaly
Magnesium,,Day,Local,Type_B,492.1144759259343,82.34176824614778,120.3612342261816,1573.9148751272717,71.94687095584547,9.92224302743544,95.45217026394644,3.799758552074551,29.73821403091184,6.272665083023234,96.20113629642476,56.570671721599375,28.74645005069087,8.911008069520713,0.6512372544201962,9,17,2,8,46,1,4,2022-02-25 01:30:00,78.69574375636358,0.0,44.7610569431675,0.0,5144.966483674514,71.51063576944205,21.876071248368806,True,True,True,Anomaly
Zinc,,Night,Local,Type_C,461.7380929871461,60.92110151121642,166.57483397322045,255.6766350174012,40.047239122216645,7.555792497159261,83.37592487168395,6.469697286886195,33.178090262405384,4.62268282452307,97.2289322664812,44.7059379343231,20.529245559358333,6.818711931029117,0.8482280894736034,14,17,3,8,2,1,2,2022-02-26 15:50:00,12.78383175087006,0.0,153.519374948474,0.0,3678.7239282806,91.85961401867993,6.384376067401904,True,False,True,Anomaly
Magnesium,,Night,Imported,Type_A,457.616597461016,93.0977427164458,171.92334942342498,1371.0357016867988,63.9575160417751,8.419740279102767,81.03961747475067,5.942856732269517,18.877895470626413,5.005512687993871,88.1222435438724,53.82504593084769,27.79403556493705,19.09467557605544,0.643359884058393,4,6,1,8,16,1,1,2022-02-27 15:20:00,68.55178508433994,0.0,173.53171475527807,0.0,4207.1437168174,65.78028630863997,21.43666274955519,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_B,425.5989936216136,140.74257944592765,136.04762570912928,134.6681805270891,43.07599583572024,8.519717858205208,83.3287943781105,0.1637079373074823,10.755051420124149,4.778990600088294,83.0899193395957,35.238862677096535,4.104099471278229,10.151561076210124,0.7811314330433292,14,2,1,12,30,0,2,2022-02-28 05:30:00,6.733409026354457,30.0,141.90496670270312,20.0,3837.3024325774,89.08215255688562,3.1262929135910347,True,False,True,Anomaly
Zinc,,Day,Imported,Type_C,286.19121734664634,66.15259148070686,86.50043739839391,1783.979584345689,41.79847316544904,3.448804760681908,91.3223766219073,8.35579592699487,23.88763920253783,6.330925592277511,94.03514862396192,29.639874404917347,11.22998256615892,4.68552315173886,0.919660351683746,19,5,1,12,43,1,0,2022-02-28 17:40:00,89.19897921728447,0.0,49.66919196504136,0.0,1243.7666254537794,29.756269338610366,42.68049642110711,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_A,120.3549621246098,57.66319600661187,116.53420451565157,1857.0972223887347,43.03179964215422,9.107043434376054,91.46064043360556,4.616526484428283,33.02428377261826,5.706091910437329,83.1387060998236,21.288739835343,12.188560268884864,16.04260721904246,0.6125859950853471,6,13,1,8,28,1,6,2022-03-02 14:10:00,92.85486111943676,30.0,20.555085943636527,0.0,1416.3259910609936,32.913473357817736,43.156392199072954,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_B,399.1344427452702,80.4786705409162,102.11589398127438,1589.8682223497112,53.70881389061499,7.435959089355191,87.81756093636585,5.65394404189555,18.179118212370625,6.239315357319737,93.87895184611004,49.401749309116255,19.052403191878685,0.5189922053723084,0.549152143224373,16,18,1,8,8,0,1,2022-03-02 23:00:00,79.49341111748556,30.0,97.24862053883658,20.0,3317.9348198707626,61.776356235089644,29.60162601221627,True,True,True,Anomaly
Aluminum,,Day,Local,Type_C,343.69996208672285,104.459981778905,98.34704831943588,1983.4929936211772,42.284687328222944,6.168098750857677,92.89545133976723,5.0869075525197625,29.62211030007768,8.257383548773134,94.1848268991994,17.276216922583412,15.002433730913296,12.829880328218328,0.5802449326268952,18,28,2,8,43,0,4,2022-03-05 04:50:00,99.17464968105888,0.0,48.8366621033056,20.0,2476.973440765893,58.57849725928174,46.90806811990527,True,True,True,Anomaly
Zinc,,Night,Local,Type_A,418.98542968703936,63.55859462577915,169.16515668845403,1526.8168650328205,50.05837535642186,7.356243859567112,94.43350045548652,4.6516079576980776,33.73106239815283,6.472865524086803,77.15414822280731,56.34659492849137,38.18602166715995,9.91812789954465,0.6077889592622265,6,22,3,12,27,0,2,2022-03-07 19:50:00,76.34084325164103,0.0,46.6456440702138,20.0,3359.821019925492,67.1180595854969,30.500727483896437,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,360.5209431210681,111.1454027678614,86.08010476762166,1931.5004703435416,56.11418054798591,6.912887995431797,94.06261340701272,6.472822569804338,19.72239322209787,8.38765802466531,79.67233695745018,25.96387763557464,1.6207647254386923,7.642380398610317,0.874910130139438,6,6,2,8,35,0,2,2022-03-07 20:40:00,96.5750235171771,30.0,42.811044283563206,20.0,2837.490091819664,50.566364225762705,34.4208977388848,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,456.7098531473259,147.6289668826945,158.8435397238023,1628.7405081252714,50.195555622543694,6.395718310037503,89.1548392895001,0.1233946083538772,18.13038543093751,2.39994310568056,88.94048719281217,32.024337878333704,22.861330002825127,2.397344150094592,0.5651902195283249,1,20,1,12,52,1,3,2022-03-08 06:40:00,81.43702540626357,30.0,99.06183510903116,0.0,3250.2429790188926,64.75160875715363,32.44790276599261,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_A,490.6253455424244,72.28007625218706,130.9531385636663,373.3244034385063,47.86348927359212,8.537003144281986,95.95398838793196,3.2990973456850705,39.8815153575473,6.092183920371576,97.96694696008788,20.783761811899907,4.242122035551681,1.5632144039942064,0.804481747672544,16,18,2,8,4,1,2,2022-03-08 10:00:00,18.666220171925318,30.0,39.70151690479071,0.0,4292.627260522982,89.68479577378758,7.799774088858201,True,False,True,Anomaly
Magnesium,,Night,Imported,Type_C,89.75378000055858,148.8871647441273,108.9615863836991,1624.9859650547016,40.64692064277962,1.118797706180029,83.61697217526189,6.811838254849123,21.782186174136207,3.323201348788292,87.4181485885227,33.884848460512735,12.020493654053332,11.143188785099245,0.6435478425761882,12,24,2,8,9,0,2,2022-03-08 23:10:00,81.24929825273509,0.0,29.408773502491474,20.0,320.841253459328,7.893371708991224,39.9780829484154,False,True,True,Anomaly
Aluminum,,Day,Imported,Type_C,455.7622779804466,72.78039226730911,150.00313813845278,1922.132884580059,57.33270171872418,5.294781596359117,80.89269737155772,6.970458833465743,27.62597407380696,6.971768836873397,73.31717346473056,22.813430463128533,34.729507120176,9.395865008582492,0.9989522007094662,11,22,5,12,44,0,1,2022-03-09 16:40:00,96.10664422900297,0.0,174.16775544001257,20.0,2842.279660480268,49.57519138771046,33.52594290794276,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_B,496.8239462310995,52.75237860772592,96.9967583796316,1287.2426227936494,47.705505981645366,9.403658788610286,93.08216267503693,5.36597968128263,28.804598729294145,2.0365365557157125,91.13978992266956,18.2729290195026,36.122645715907936,9.08048653925142,0.9237130771864788,10,3,4,12,13,1,1,2022-03-10 12:30:00,64.36213113968248,30.0,68.73894478345893,0.0,4941.280770595887,103.57883579511845,26.983103864130786,True,True,True,Anomaly
Zinc,,Day,Local,Type_A,495.4236669297312,139.459606763116,52.90791552411115,1303.5938420953566,59.56359198576439,7.684106971588034,82.35430325243016,4.759018367456105,20.890010937153555,6.532792174784447,85.33951425929097,35.4885557447209,35.64684213386548,6.953505863528626,0.5010024979885306,11,17,4,12,32,0,1,2022-03-10 17:50:00,65.17969210476784,0.0,174.8419157642216,20.0,4155.102770872983,69.75910337754725,21.88574930818332,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_A,490.8428770960511,71.84419111957166,117.5203864709078,670.5678618749806,58.15831109736126,8.92503967406103,83.04476193429758,0.3250691482833479,15.557733193614526,6.442405764301415,90.8259901337143,16.840127778149025,39.39447454603531,0.7944633424129277,0.5437919660947146,10,6,4,12,14,1,0,2022-03-12 23:00:00,33.52839309374903,30.0,166.44715668035715,0.0,4662.277408041401,80.1652819703861,11.530043586589043,True,False,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_C,484.4167209312023,149.6214643024938,135.87173747989254,1388.6949599695347,49.44189050464968,9.010494411875603,84.81162686456355,2.364378994452612,20.449812588960263,9.73978534500644,76.74652347881558,18.42892747246944,38.888696605031335,17.93182450165017,0.6084689296296637,8,7,5,8,5,0,0,2022-03-14 22:00:00,69.43474799847674,30.0,147.15003821095377,20.0,4741.845826763699,95.90745374750102,28.0874162738364,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,457.4826172495071,90.30846217856576,159.31180105991405,1925.2100213285264,66.34893119340046,9.743435810811729,92.21019525102592,6.723025742337544,18.694257768543917,2.5819758689532755,92.62883901199676,45.87158453746544,32.70598622828342,3.808727044290745,0.6760751120139306,9,17,5,12,11,1,4,2022-03-15 12:30:00,96.26050106642631,30.0,71.27400528846616,0.0,4802.239305410746,72.37854806451519,29.016443621627193,True,True,True,Anomaly
Aluminum,,Day,Local,Type_C,488.9884870302837,105.4137246027509,47.95386937856335,1289.5699662262846,52.589714219721984,6.871750914737207,86.94211762676666,2.4308734896303963,32.34057344385891,5.48623942737355,92.4848940638916,58.31782048844448,7.893728167127287,6.189924451962838,0.5783297337866506,1,8,4,12,26,0,1,2022-03-15 15:40:00,64.47849831131423,0.0,127.70308291013563,20.0,3669.648943783592,69.77883409770298,24.52133435900428,True,True,True,Anomaly
Zinc,,Day,Imported,Type_C,396.5847881538225,124.74072066208775,62.61004635751042,1666.211802849002,46.65385906724815,9.848818848355698,95.15061087148722,2.957857606094775,10.648642062943756,6.37168303752658,93.07106803911118,27.78637875478729,27.73810698213139,13.50348737230415,0.935473621429103,10,17,1,8,9,0,0,2022-03-16 11:20:00,83.31059014245011,0.0,38.46387920413383,20.0,4142.067689501911,88.78295970182063,35.71434038173088,True,True,True,Anomaly
Zinc,,Night,Imported,Type_C,187.1865896308373,91.55123062974336,99.43390607602686,1764.4026735418336,44.41883946177627,8.217261402499853,95.65109637774276,9.784792891166148,38.98536665424832,2.2605328531317435,87.40443417376491,10.449153704639649,33.69999620193929,18.90920446105005,0.8166082050498719,4,12,3,8,2,1,2,2022-03-17 23:30:00,88.22013367709168,0.0,16.281128753670508,0.0,1799.085730531684,40.50276306925692,39.72194444792179,True,True,True,Anomaly
Magnesium,,Day,Local,Type_A,415.8810928516304,125.9735057579452,145.32077566628303,338.7204446340928,46.17568906323327,8.9600147362657,87.57668222730913,9.31350557385639,36.30924641803946,2.317259835127204,75.6094860224804,40.13766102141983,4.812692547422492,4.658619672596367,0.7971081200264472,17,24,1,12,1,1,0,2022-03-20 19:00:00,16.93602223170464,0.0,103.33245944299522,0.0,3852.286982766718,83.42673516991533,7.335471359620578,True,False,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_A,145.17841397482655,117.73769282175832,47.10811072151397,1937.102277073932,43.90106884409205,5.489029665096068,90.90348009631754,5.344954304655715,27.16113102501876,5.918367320622142,83.99372184938704,21.57259008800237,37.65489990919802,4.051836932893977,0.8364087183890113,19,8,1,12,26,1,3,2022-03-21 13:40:00,96.8551138536966,30.0,26.412366646141248,0.0,1108.6122266272798,25.252511062187278,44.12426230334517,True,True,True,Anomaly
Magnesium,,Night,Local,Type_C,224.93855350242785,104.23403662295608,58.9861320842156,1933.9266784489844,46.92944890104827,3.854873494282716,96.11594775797724,9.977365838839257,35.924108475711925,5.800363423861263,72.77007315262054,40.34150306068594,2.473481173503882,11.333576012415206,0.7345426767898515,3,14,2,8,49,1,1,2022-03-22 08:30:00,96.69633392244924,0.0,17.473461860969234,0.0,1159.508619340801,24.7074842448214,41.209234792565105,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,377.9856658054634,81.4118538389389,119.43598307277284,1563.090481187205,42.98584537203454,5.554182032451784,88.02075011234828,0.7313253432145073,27.855009051576918,8.174091741566883,75.8510779879247,20.23554231313813,5.660943347375187,9.499201958187092,0.6128037046885004,19,15,5,12,39,1,3,2022-03-23 18:50:00,78.15452405936026,30.0,90.55969489268116,0.0,2396.449238706921,55.749729194950014,36.36291127134865,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_C,381.0909113055162,60.78511012796167,35.72911176562035,1458.0096582205706,41.670838047128576,6.358686347584433,96.74815309802425,2.0095587227240674,10.847044166808814,6.677914215718982,83.71539919887388,44.87943119792094,13.75926897261721,18.03972542588901,0.5171620538249982,11,19,4,8,39,0,2,2022-03-24 09:00:00,72.90048291102853,30.0,24.78498598599918,20.0,2724.7251141653173,65.38685665701583,34.98872896608419,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,467.6908910798484,88.28992965376605,148.6177247474168,1597.448380561206,53.42936076000249,8.600881889791957,90.7082850896231,5.251328518574696,26.877083890791944,3.055577661254306,76.84957859882044,10.699583181688348,11.755143628876446,11.819759266463612,0.7642725029129427,17,24,5,8,8,1,3,2022-03-25 05:40:00,79.8724190280603,30.0,86.91300852188164,0.0,4361.004446358346,81.62187202552155,29.898324775711423,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_A,81.92706216067629,63.08961489483198,66.45021528536017,1992.9747906489465,46.24791091192512,5.725841514677628,95.84771799516211,4.324264155263212,37.72204379395377,7.763088105308558,95.05103868033402,55.36408624764159,35.79179285198904,10.383866578187778,0.6158221238158192,15,11,1,12,28,0,0,2022-03-26 13:40:00,99.64873953244734,0.0,6.803685318380196,20.0,766.1033034429367,16.565143988923303,43.0932933261436,False,True,True,Anomaly
Aluminum,,Day,Imported,Type_C,279.49068162738354,130.88314388949635,67.27450575304607,1696.0399622584346,40.37451612688496,2.8505383252248206,87.99477550149518,9.77577397250397,25.16611318187163,4.525569370845936,94.63276528078728,16.66205683220354,29.008530303804697,16.995975627485635,0.9195854593331934,13,1,5,12,34,0,3,2022-03-27 18:10:00,84.80199811292174,0.0,67.10696756353751,20.0,1114.2862684988474,27.598752267320823,42.00768516775015,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_B,401.8376128659377,119.42190958178588,99.12811985111694,1362.872828422992,44.47714735873554,5.551328081906103,83.5996192355272,3.2096502007179497,23.945774364376103,4.057760429510241,84.7220471610957,23.21127904586429,23.34300056143793,4.155763918447722,0.9510341054100186,15,8,4,8,40,0,3,2022-03-29 00:30:00,68.14364142114961,30.0,131.80579712976385,20.0,2540.632456291912,57.12219886316335,30.642091711291297,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,145.87552405498957,137.36687768707054,178.80838135824246,1688.598557813969,42.21910371769786,7.620334418060446,96.1126231863656,0.5544461964591263,27.06899144445062,5.232080543185099,93.39267139811464,22.60951162887255,11.33043414615258,6.735439979242779,0.796861331844431,14,25,4,8,5,0,2,2022-03-29 19:20:00,84.42992789069844,30.0,11.341462597762678,20.0,1370.1495451894518,32.45330725993355,39.99607782071707,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_A,176.05476296470118,89.89778375036005,139.155052060628,1438.1562325314787,41.61709875092641,9.402035273716171,84.03863810797483,1.5004908218641355,28.406161180708548,4.37073698456368,76.03787170933313,45.30365236511733,33.22186316561021,19.69292432807479,0.9657680899767492,3,26,4,12,22,0,0,2022-03-30 04:00:00,71.90781162657395,30.0,56.20147568988613,20.0,1922.8518486498865,46.20340932840935,34.55685945670263,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_B,411.8346728564296,107.469192497099,38.38592853769859,1977.5438530619615,63.46628776404416,8.201423310452517,96.48484133097594,9.058794507830934,20.360680439486543,8.27001691299717,98.46559036753077,37.037130253072846,18.66333146725005,13.789313953101978,0.61652430455407,12,1,5,12,32,0,0,2022-03-31 07:20:00,98.87719265309808,30.0,28.95328440991937,20.0,3696.645989264067,58.245820253541666,31.158965219678535,True,True,True,Anomaly
Magnesium,,Night,Imported,Type_B,429.70761943472417,85.73777135658469,134.311341274827,951.0950541555632,43.84809179909005,8.994537658467447,84.80497395578101,3.602622400812609,13.59444370258562,3.9019923613233063,78.95003743346794,27.04457601947165,2.33475702172671,18.87900654100069,0.8753722437576738,6,10,5,8,7,1,1,2022-04-01 07:40:00,47.55475270777816,0.0,130.58836937419957,0.0,4144.669508182572,94.52337235502192,21.69068288110318,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,223.25974914809936,117.28019745506356,104.40601091767606,1819.997155396619,49.11294257613381,6.284513615718704,96.45262828893225,6.792135804049753,19.718124436032134,1.9227553869806124,80.72551669487652,36.58376303296228,22.30626029086324,15.724997575886157,0.812475579589669,17,28,1,8,30,0,1,2022-04-01 10:20:00,90.99985776983095,30.0,15.83970636696104,20.0,1689.7956008467352,34.40631964226641,37.05738365351046,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_A,487.5091343916257,63.22565005811994,103.16074515315664,1881.922946533903,54.32357492981431,4.831768175816832,82.18379909737892,9.257669748467908,29.587785142893274,8.85069214131422,77.08096463466295,41.53445374119005,9.310257992215,6.005619571538093,0.8172160623192848,2,8,3,12,47,0,0,2022-04-03 18:10:00,94.09614732669516,30.0,173.7112136036821,20.0,2804.6461758948462,51.628527384628676,34.64284058928991,True,True,True,Anomaly
